cov_nr,arm,arm_explanation,needs_discussion_arm,needs_discussion_arm_explanation,n,time_intervention_days,time_followup_days,time_total_days,needs_discussion_time,needs_discussion_time_explanation,diagnosis,gender_pct_female,gender_pct_male,gender_female_n,gender_male_n,needs_discussion_gender,needs_discussion_gender_explanation,age_mean,age_sd,age_se,age_other,bmi_mean,bmi_sd,bmi_other,bp_systolic_mean,bp_systolic_sd,bp_diastolic_mean,bp_diastolic_sd,bp_other,smoking_status,pack_years_mean,pack_years_sd,pack_years_other,smoking_status_other,fev1_pct_mean,fev1_pct_sd,fev1_other,disease_severity_other,healthcare_setting,healthcare_setting_explanation,healthcare_setting_confidence,healthcare_setting_confidence_explanation,health_literacy,health_literacy_instrument_name,health_literacy_instrument_value,health_literacy_instrument_other,digital_strategy_excludes,digital_strategy_excludes_explanation,digital_strategy_provides_equipment,digital_strategy_provides_equipment_explanation,needs_discussion_equipment,needs_discussion_equipment_explanation,digital_strategy_provides_training,digital_strategy_provides_training_explanation,digital_strategy_provides_ongoing_support,digital_strategy_provides_ongoing_support_explanation,digital_literacy,digital_literacy_possession,digital_literacy_frequency,digital_literacy_skills,ses,ses_income,ses_living_situation,ses_relationship_status,ses_job_status,ses_living_location,educational_level,ethnicity,_metadata,healthcare_setting_label
2391,treat1,telehealth group (home-based hospitalization with telemonitoring equipment),False,,29,,180.0,180.0,True,Intervention duration is variable (from admission to discharge); no fixed intervention period. Follow-up is 180 days post-discharge.,COPD,62.07,37.93,18.0,11.0,False,,,,,<60: 5 (17.2%); 60-70: 8 (27.6%); 70-80: 10 (34.5%); >80: 6 (20.7%),,,,,,,,,Former smoker: 12 (41.38%)~Never smoker: 1 (3.45%)~Smoker: 16 (55.17%),,,,,,,,"FEV1_L_median: 0.7~FEV1_L_range: 0.4-2.1~FVC_L_median: 1.5~FVC_L_range: 0.5-3.4~respiratory_rate_median: 20.0~respiratory_rate_range: 16-25~SpO2_median: 93.0~SpO2_range: 86-98~HR_median: 91.0~HR_range: 59-130~LTOT_pct: 3.45%~SGRQ_total_median: 74.4~SGRQ_total_range: 31.9-84.0~CCQ_total_median: 4.1~CCQ_total_range: 1.3-5.4~EQ5D_median: 0.7~EQ5D_range: 0.197-1~EQ5D_VAS_median: 42.5~EQ5D_VAS_range: 10-80~COPD_readmissions_6mo_prior: 0: 17 (58.62%), 1: 6 (20.69%), >1: 6 (20.69%)",2,home-based telehealth hospitalization with remote specialist support from hospital pulmonology team,high,,0,,,,0,,1,"touch screen with Webcam, pulse oximeter, spirometer, thermometer, nebulizer, oxygen compressor, medicine box, wireless broadband",False,,0,,1,unscheduled and acute contacts 24/7 via 'call hospital' button on touch screen; hospital personnel instructed to treat telehealth participants same as in-hospital,False,,,,True,,Living alone: 15 (51.72%)~Living with spouse: 14 (48.28%),,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:53:38.683382', 'study_info': {'n_arms': 2, 'arm_labels': ['control', 'intervention']}}",Secondary
2430,treat1,Telemedicine group (tele-monitoring intervention),False,,32,270.0,0.0,270.0,False,,COPD,18.75,81.25,6.0,26.0,False,,64.1,10.9,,,27.6,6.7,,,,,,,,,,,,50.2,15.0,,Resting_SpO2_mean: 95.4~Resting_SpO2_sd: 1.7~PEF_L_min_mean: 3.7~PEF_L_min_sd: 1.23~MMRC_mean: 1.9~MMRC_sd: 1.1~GOLD_stage_mean: 2.6~GOLD_stage_sd: 0.8~BODE_mean: 3.2~BODE_sd: 3.1~SGRQ_total_mean: 51.3~SGRQ_total_sd: 18.7~CAT_mean: 19.0~CAT_sd: 6.9~6MWD_mean: 377~6MWD_sd: 88.0~6MWD_steps_mean: 522~6MWD_steps_sd: 113~other: Long_AC: 78%~other: ICS/LABA: 72%,2,home-based telemonitoring with remote monitoring by hospital study team,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), but delivery is home-based (suggests 3). Step 2 provider type (study nurse and physician employed by hospital) confirmed 2.",0,,,,0,,1,"PDA, spirometer, accelerometer, and distance wheel provided; data transmission via mobile network included",False,,1,thorough training on all technical equipment at baseline visit,1,study nurse available 5 days/week for technical support,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:54:04.287367'}",Secondary
2430,control,Control group (usual care),False,,30,270.0,0.0,270.0,False,,COPD,26.67,73.33,8.0,22.0,False,,69.1,9.2,,,27.0,4.9,,,,,,,,,,,,52.6,17.5,,Resting_SpO2_mean: 94.3~Resting_SpO2_sd: 3.6~PEF_L_min_mean: 4.4~PEF_L_min_sd: 1.4~MMRC_mean: 1.2~MMRC_sd: 0.93~GOLD_stage_mean: 2.5~GOLD_stage_sd: 0.9~BODE_mean: 2.9~BODE_sd: 3.0~SGRQ_total_mean: 48.7~SGRQ_total_sd: 14.7~CAT_mean: 17.6~CAT_sd: 5.0~6MWD_mean: 377~6MWD_sd: 78.0~6MWD_steps_mean: 553~6MWD_steps_sd: 103~other: Long_AC: 73%~other: ICS/LABA: 70%,2,usual care with regular follow-up visits at university hospital outpatient clinic,high,,0,,,,0,,0,,False,,0,,0,,False,,,,False,,,,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:54:04.287367'}",Secondary
2667,treat1,"multicomponent home-based disease management intervention (self-management programme, home monitoring, e-health telephone/web platform)",False,,157,365.0,0.0,365.0,False,,COPD,30.57,69.43,48.0,109.0,False,,67.3,8.9,,,26.8,6.2,,,,,,,Current: 34 (21.66%)~Former: 123 (78.34%),52.0,28.0,,Never-smokers excluded by inclusion criteria (≥10 pack-year smoking history required),37.8,12.4,,"6MWD_mean: 278~6MWD_sd: 115~mMRC_distribution: Grade 4: 12.74%, Grade 3: 30.57%, Grade 2: 38.22%, Grade 0-1: 18.47%~FEV1_L_mean: 1.00~FEV1_L_sd: 0.37~FEV1_FVC_ratio_mean: 45.7~FEV1_FVC_ratio_sd: 11.3~PaO2_mean: 62.3 mmHg~PaO2_sd: 11.1~PaCO2_mean: 44.3 mmHg~PaCO2_sd: 6.2~exacerbations_prior_year_mean: 1.3~exacerbations_prior_year_sd: 0.7~other: Patients with ≥2 hospitalised exacerbations in past 12 months: 20 (12.74%)~GOLD_stage: A: 4.46%, B: 5.10%, C: 13.38%, D: 71.97%~BODE_mean: 5.0~BODE_sd: 2.2~other: BODE index 7-10: 44 (28.03%)~LTOT_pct: 75.80%~other: Home mechanical ventilation: 39 (24.84%)~SGRQ_total_mean: 52.2~SGRQ_total_sd: 19.7~HADS_total_mean: 21.1~HADS_total_sd: 3.1~other: HADS moderate-severe anxiety: 34 (21.66%)~other: HADS moderate-severe depression: 116 (73.89%)~Charlson_mean: 4.2~Charlson_sd: 1.8~other: Number of concomitant diseases: 3.4±2.0~other: Total number of medications: 8.2±4.0",2,home-based disease management with remote monitoring and case manager follow-up; clinical decisions by hospital physicians,moderate,"Step 1 split: clinical responsibility lies with hospital specialist (suggests 2), but delivery is home-based (suggests 3). Step 2 provider type (hospital-employed case managers) confirmed 2.",0,,,,0,,0,,True,Unclear whether participants used their own telephone/web access or if equipment was provided; no explicit description,0,,0,,False,,,,True,,Living with partner: 111 (70.70%),,,Urban: 100 (63.69%),,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:43.455489', 'study_info': {'n_arms': 2, 'arm_labels': ['disease management', 'usual management']}}",Secondary
2667,control,usual care and routine follow-up at hospital outpatient clinics,False,,162,365.0,0.0,365.0,False,,COPD,30.25,69.75,49.0,113.0,False,,66.6,9.6,,,26.1,6.3,,,,,,,Current: 34 (20.99%)~Former: 128 (79.01%),52.0,27.0,,Never-smokers excluded by inclusion criteria (≥10 pack-year smoking history required),36.4,12.3,,"6MWD_mean: 292~6MWD_sd: 121~mMRC_distribution: Grade 4: 19.14%, Grade 3: 27.78%, Grade 2: 37.65%, Grade 0-1: 15.43%~FEV1_L_mean: 0.96~FEV1_L_sd: 0.37~FEV1_FVC_ratio_mean: 43.7~FEV1_FVC_ratio_sd: 11.3~PaO2_mean: 62.6 mmHg~PaO2_sd: 10.1~PaCO2_mean: 42.9 mmHg~PaCO2_sd: 6.5~exacerbations_prior_year_mean: 1.3~exacerbations_prior_year_sd: 0.8~other: Patients with ≥2 hospitalised exacerbations in past 12 months: 19 (11.73%)~GOLD_stage: A: 1.23%, B: 0.62%, C: 13.58%, D: 82.10%~BODE_mean: 5.2~BODE_sd: 2.1~other: BODE index 7-10: 39 (24.07%)~LTOT_pct: 72.84%~other: Home mechanical ventilation: 48 (29.63%)~SGRQ_total_mean: 57.4~SGRQ_total_sd: 18.3~HADS_total_mean: 21.2~HADS_total_sd: 3.1~other: HADS moderate-severe anxiety: 47 (29.01%)~other: HADS moderate-severe depression: 123 (75.93%)~Charlson_mean: 4.2~Charlson_sd: 1.8~other: Number of concomitant diseases: 3.5±2.0~other: Total number of medications: 8.2±4.0",2,usual care delivered at hospital outpatient clinics with quarterly visits,high,,0,,,,0,,0,,True,Unclear whether participants used their own telephone/web access or if equipment was provided; no explicit description,0,,0,,False,,,,True,,Living with partner: 114 (70.37%),,,Urban: 107 (66.05%),,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:43.455489', 'study_info': {'n_arms': 2, 'arm_labels': ['disease management', 'usual management']}}",Secondary
2793,treat1,"proactive integrated care (PIC) with Health Buddy System, home monitoring, education, self-management, enhanced communication",False,,20,90.0,0.0,90.0,False,,COPD,55.0,45.0,11.0,9.0,False,,66.6,9.1,,,,,,,,,,,Current: 15%,55.0,34.9,,,33.6,9.1,,SGRQ_total_mean: 54.7~SGRQ_total_sd: 14.9~SGRQ_symptoms_mean: 56.4~SGRQ_symptoms_sd: 17.3~SGRQ_activity_mean: 77.8~SGRQ_activity_sd: 15.2~SGRQ_impact_mean: 38.5~SGRQ_impact_sd: 14.8~LTOT_pct: 95.00%~SpO2_mean: 92.5~SpO2_sd: 2.6~ED_visits_prior_year_mean: 0.7~ED_visits_prior_year_sd: 0.23~hospitalizations_prior_year_mean: 0.55~hospitalizations_prior_year_sd: 0.21~other: hospital LOS prior year: 3.2 (SD 7.0) days~other: current pulmonary rehabilitation: 30.00%~other: prior pulmonary rehabilitation: 35.00%,2,home-based monitoring with hospital-based study coordinator who communicates with primary care physicians; recruitment from hospital COPD clinic,moderate,"Delivery location (home) suggests community setting, but clinical responsibility is held by hospital-based coordinator and physicians; Step 2 provider type (hospital-employed respiratory therapist as coordinator) confirmed secondary care",0,,,,1,telephone landline required; non-English speaking excluded; illiteracy excluded,0,,False,,1,"coordinator taught use of oximeter, minispirometer, and Health Buddy System at enrolment",1,study coordinator available Monday-Friday; 30 equipment-related calls made during study,False,,,,True,,Solo: 15%,,,,,White: 85.00%~Black: 10.00%~Native American: 5.00%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:55:44.075798', 'study_info': {'n_arms': 2, 'arm_labels': ['proactive integrated care', 'usual care']}}",Secondary
2793,control,usual care (UC),False,,20,90.0,0.0,90.0,False,,COPD,50.0,50.0,10.0,10.0,False,,65.0,8.2,,,,,,,,,,,Current: 20%,50.4,23.6,,,31.1,10.2,,SGRQ_total_mean: 51.5~SGRQ_total_sd: 14.3~SGRQ_symptoms_mean: 51.0~SGRQ_symptoms_sd: 20.8~SGRQ_activity_mean: 76.4~SGRQ_activity_sd: 17.6~SGRQ_impact_mean: 35.7~SGRQ_impact_sd: 15.2~LTOT_pct: 95.00%~SpO2_mean: 93.2~SpO2_sd: 2.5~ED_visits_prior_year_mean: 0.9~ED_visits_prior_year_sd: 0.23~hospitalizations_prior_year_mean: 0.6~hospitalizations_prior_year_sd: 0.21~other: hospital LOS prior year: 2.8 (SD 5.6) days~other: current pulmonary rehabilitation: 20.00%~other: prior pulmonary rehabilitation: 40.00%,2,usual care delivered at the recruitment site (hospital COPD/pulmonary clinic),high,,0,,,,1,telephone landline required; non-English speaking excluded; illiteracy excluded,0,,False,,0,,0,,False,,,,True,,Solo: 30%,,,,,White: 95.00%~Black: 5.00%,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:55:44.075798', 'study_info': {'n_arms': 2, 'arm_labels': ['proactive integrated care', 'usual care']}}",Secondary
2815,treat1,telemonitoring,False,,101,180.0,540.0,720.0,False,,COPD,65.35,34.65,66.0,35.0,False,,69.0,8.3,,,23.0,5.0,,,,,,,Current: 31.68%~Never: 0.99%~Ex-smoker: 67.33%,,,,,38.7,14.1,,"GOLD_stage: Moderate: 18.81%, Severe: 54.46%, Very severe: 26.73%~other: MRC dyspnea score median 4 (range 2-5)~HADS_anxiety_mean: 12.1~HADS_anxiety_sd: 4.4~HADS_depression_mean: 10.1~HADS_depression_sd: 3.6~SGRQ_total_mean: 52.0~SGRQ_total_sd: 18.6~LTOT_pct: 47.1%~other: LTOT n=33",2,home-based telemonitoring with remote specialist support from hospital respiratory team,moderate,"Step 1 split: clinical responsibility lies with hospital specialists (suggests 2), but delivery is home-based (suggests 3). Step 2 provider type (hospital-employed respiratory nurses deliver monitoring) confirmed 2.",0,,,,0,,1,"home telemonitoring equipment (Tunstall) including pulse oximeter, heart rate monitor, lung function device, and weight scale",False,,1,instruction in use of TM equipment by respiratory nurse at home visit within 2 days after discharge,1,patients could contact staff for additional information; study nurse contacted patients in case of irregularities or lack of measurements,False,,,,True,,Lived alone: 47.52%~Lived with others: 52.48%,Widow/widower: 17.82%~Single: 13.86%~Divorced: 15.84%~Married/Partner: 52.48%,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:06.074543', 'study_info': {'n_arms': 2, 'arm_labels': ['telemonitoring', 'control']}}",Secondary
2815,control,standard COPD treatment,False,,97,180.0,540.0,720.0,False,,COPD,56.7,43.3,55.0,42.0,False,,70.0,7.8,,,23.8,6.3,,,,,,,Current: 31.96%~Never: 1.03%~Ex-smoker: 67.01%,,,,,40.2,15.1,,"GOLD_stage: Moderate: 24.74%, Severe: 48.45%, Very severe: 26.80%~other: MRC dyspnea score median 4 (range 1-5)~HADS_anxiety_mean: 12.0~HADS_anxiety_sd: 4.3~HADS_depression_mean: 9.7~HADS_depression_sd: 3.4~SGRQ_total_mean: 52.4~SGRQ_total_sd: 21.2~LTOT_pct: 59.4%~other: LTOT n=38",2,usual care with follow-up at pulmonary outpatient clinic,high,,0,,,,0,,0,,False,,0,,0,,False,,,,True,,Lived alone: 28.87%~Lived with others: 71.13%,Widow/widower: 15.46%~Single: 7.22%~Divorced: 6.19%~Married/Partner: 70.10%,,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:05:06.074543', 'study_info': {'n_arms': 2, 'arm_labels': ['telemonitoring', 'control']}}",Secondary
2821,treat1,"telehomecare solution (Telekit: tablet, blood pressure monitor, pulse oximeter, scale)",False,,60,60.0,0.0,60.0,False,,COPD,45.0,55.0,27.0,33.0,False,,70.1,8.37,,,,,,129.7,16.57,75.6,8.07,,,,,,,47.5,15.47,,FVC_pct_mean: 67.4~FVC_pct_sd: 18.37~HR_mean: 73.8~HR_sd: 13.32~other: participation in rehabilitation or exercise programs: 33.3%,3,home-based telehomecare with community nurse monitoring and support,high,,2,TOFHLA (Danish),71.3,SD 17.37,0,,1,"tablet (Samsung Galaxy Tab2), digital blood pressure monitor, fingertip pulse oximeter, scale, and software provided",False,,1,initial instruction session (45 min at home or 75 min at health center) including demonstration and guided practice,1,community nurse contact information provided; follow-up visit at 3-4 weeks to ensure appropriate use,False,,,,True,,Living alone: 40.00%~Married or living with a partner: 60.00%,,,,Elementary school: 35.00%~High school: 6.67%~Higher education: 13.33%~Skilled: 45.00%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:58.465470', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Community
2821,control,usual care (no telehomecare),False,,56,60.0,0.0,60.0,False,,COPD,58.93,41.07,33.0,23.0,False,,69.6,9.16,,,,,,135.4,18.69,81.1,11.97,,,,,,,49.9,18.04,,FVC_pct_mean: 74.4~FVC_pct_sd: 18.59~HR_mean: 78.4~HR_sd: 13.14~other: participation in rehabilitation or exercise programs: 44.6%,1,"usual care; setting not specified, assumed primary care based on recruitment context",low,No explicit setting described; Step 3 best guess based on recruitment from TeleCare North (likely primary care). Alternative: 2 if hospital-based.,2,TOFHLA (Danish),71.4,SD 20.79,0,,0,,False,,0,,0,,False,,,,True,,Living alone: 58.93%~Married or living with a partner: 41.07%,,,,Elementary school: 25.00%~High school: 1.79%~Higher education: 17.86%~Skilled: 55.36%,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:56:58.465470', 'study_info': {'n_arms': 2, 'arm_labels': ['intervention', 'control']}}",Primary
3048,control,standard care including CDMT support,False,,20,182.0,182.0,364.0,False,,COPD,50.0,50.0,10.0,10.0,False,,,,,"Median 73, IQR 63-79",,,"Median 29.0, IQR 25-32",,,,,,Current: 5%,,,,,40.0,15.0,,SpO2_median: 94~SpO2_iqr: 92-96~other: Known co-morbidity: 88%~ISWT_median: 130~ISWT_iqr: 55-255~other: Shuttle walk distance post-PR: median 190 (IQR 140-360)~mMRC_median: 3~mMRC_iqr: 3-4,1,standard care including support from community-based Chronic Disease Management Team (CDMT),moderate,"Step 1 split: clinical responsibility lies with community-based CDMT (suggests 1), but delivery is home-based (suggests 3). Step 2 provider type (CDMT is a clinical team, not peer/community worker) confirmed 1.",0,,,,0,,0,,False,,0,,0,,True,Regular Internet users: 20%,,,True,,Living alone: 30%,,Managerial/professional: 25%,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:57:29.738443', 'study_info': {'n_arms': 2, 'arm_labels': ['standard care', 'telemonitoring']}}",Primary
3048,treat1,home telemonitoring with Docobo Health Hub,False,,20,182.0,182.0,364.0,False,,COPD,50.0,50.0,10.0,10.0,False,,,,,"Median 70, IQR 61-73",,,"Median 26.0, IQR 24-28",,,,,,Current: 5%,,,,,38.0,16.0,,SpO2_median: 93~SpO2_iqr: 92-96~other: Known co-morbidity: 92%~ISWT_median: 100~ISWT_iqr: 70-220~other: Shuttle walk distance post-PR: median 260 (IQR 130-330)~mMRC_median: 4~mMRC_iqr: 3-4,1,home-based telemonitoring with clinical support from community-based Chronic Disease Management Team (CDMT) that liaises with GPs and hospital consultants,moderate,"Step 1 split: clinical responsibility lies with community-based CDMT (suggests 1), but delivery is home-based (suggests 3). Step 2 provider type (CDMT is a clinical team, not peer/community worker) confirmed 1.",0,,,,0,,0,,False,,1,"training session in home on monitor use, less than one hour",1,installation team dealt with technical problems; visited two patients when signal lost,True,Regular Internet users: 15%,,,True,,Living alone: 20%,,Managerial/professional: 25%,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:57:29.738443', 'study_info': {'n_arms': 2, 'arm_labels': ['standard care', 'telemonitoring']}}",Primary
3089,treat1,PR maintenance at home via WeChat,False,,50,365.0,0.0,365.0,False,,COPD,18.0,82.0,9.0,41.0,False,,65.9,8.9,,,24.5,2.13,,,,,,,,35.7,12.9,,,48.7,11.2,,FEV1_L_mean: 1.11~FEV1_L_sd: 0.30~FEV1_FVC_ratio_mean: 50.0~FEV1_FVC_ratio_sd: 11.2~DLCO_pct_mean: 62.6~comorbid_hypertension_pct: 14.00%~comorbid_diabetes_pct: 14.00%~comorbid_IHD_pct: 16.00%~LTOT_pct: 28.00%~NIV_pct: 20.00%~6MWD_mean: 383.1~6MWD_sd: 36.9~mMRC_mean: 2.7~mMRC_sd: 0.95~CAT_mean: 20.8~CAT_sd: 7.5~exacerbations_prior_year_mean: 3.4~exacerbations_prior_year_sd: 1.5~other: BDI_mean: 11.6~other: BDI_sd: 4.4~other: SAI_mean: 39.9~other: SAI_sd: 11.8~other: TAI_mean: 46.1~other: TAI_sd: 12.1~other: IADL_mean: 17.4~other: IADL_sd: 3.8,2,home-based WeChat PR maintenance with remote specialist support from hospital PR team,moderate,"Step 1 split: clinical responsibility by hospital specialist (suggests 2), delivery at home via WeChat (suggests 3). Step 2 provider type (hospital-employed physiotherapists and specialists) and recruitment from hospital outpatient confirmed 2.",0,,,,1,able to use WeChat proficiently (inclusion criterion),0,,False,,0,,0,"general Q&A channel via WeChat from 8am-8pm, not explicitly designated as technical support",False,,,,True,,,Single: 4 (8.00%)~Not single: 46 (92.00%),,,Mean years: 8.6 (SD 3.2),,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:04.463994', 'study_info': {'n_arms': 3, 'arm_labels': ['PR maintenance at home via WeChat', 'PR maintenance at hospital', 'Usual care']}}",Secondary
3089,treat2,PR maintenance at hospital,False,,50,365.0,0.0,365.0,False,,COPD,24.0,76.0,12.0,38.0,False,,65.6,8.8,,,24.0,1.9,,,,,,,,33.8,16.6,,,50.4,11.4,,FEV1_L_mean: 1.14~FEV1_L_sd: 0.31~FEV1_FVC_ratio_mean: 50.3~FEV1_FVC_ratio_sd: 11.4~DLCO_pct_mean: 67.1~comorbid_hypertension_pct: 10.00%~comorbid_diabetes_pct: 12.00%~comorbid_IHD_pct: 20.00%~LTOT_pct: 20.00%~NIV_pct: 18.00%~6MWD_mean: 380.3~6MWD_sd: 38.7~mMRC_mean: 2.8~mMRC_sd: 0.84~CAT_mean: 20.9~CAT_sd: 6.9~exacerbations_prior_year_mean: 3.2~exacerbations_prior_year_sd: 1.3~other: BDI_mean: 11.3~other: BDI_sd: 5.9~other: SAI_mean: 43.1~other: SAI_sd: 10.9~other: TAI_mean: 46.0~other: TAI_sd: 11.0~other: IADL_mean: 16.5~other: IADL_sd: 3.6,2,hospital outpatient PR maintenance,high,,0,,,,1,able to use WeChat proficiently (inclusion criterion),0,,False,,0,,0,,False,,,,True,,,Single: 7 (14.00%)~Not single: 43 (86.00%),,,Mean years: 8.5 (SD 2.9),,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:04.463994', 'study_info': {'n_arms': 3, 'arm_labels': ['PR maintenance at home via WeChat', 'PR maintenance at hospital', 'Usual care']}}",Secondary
3089,control,Usual care,False,,50,365.0,0.0,365.0,False,,COPD,26.0,74.0,13.0,37.0,False,,64.8,9.3,,,24.2,2.0,,,,,,,,39.0,13.4,,,47.4,11.5,,FEV1_L_mean: 1.14~FEV1_L_sd: 0.37~FEV1_FVC_ratio_mean: 48.4~FEV1_FVC_ratio_sd: 10.3~DLCO_pct_mean: 63.4~comorbid_hypertension_pct: 14.00%~comorbid_diabetes_pct: 22.00%~comorbid_IHD_pct: 14.00%~LTOT_pct: 24.00%~NIV_pct: 14.00%~6MWD_mean: 376.1~6MWD_sd: 36.1~mMRC_mean: 2.5~mMRC_sd: 0.79~CAT_mean: 21.4~CAT_sd: 7.8~exacerbations_prior_year_mean: 3.4~exacerbations_prior_year_sd: 1.6~other: BDI_mean: 12.4~other: BDI_sd: 4.1~other: SAI_mean: 40.4~other: SAI_sd: 8.8~other: TAI_mean: 45.3~other: TAI_sd: 9.0~other: IADL_mean: 17.4~other: IADL_sd: 3.5,2,usual care with health consultations at outpatient department (recruitment site),moderate,Only recruitment site (hospital outpatient) available; usual care setting not explicitly described; coded 2 based on recruitment site.,0,,,,1,able to use WeChat proficiently (inclusion criterion),0,,False,,0,,0,,False,,,,True,,,Single: 2 (4.00%)~Not single: 48 (96.00%),,,Mean years: 9.2 (SD 2.7),,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-08T00:04:04.463994', 'study_info': {'n_arms': 3, 'arm_labels': ['PR maintenance at home via WeChat', 'PR maintenance at hospital', 'Usual care']}}",Secondary
3116,treat1,telehealthcare,False,,578,365.0,0.0,365.0,False,,COPD,51.73,48.27,299.0,279.0,False,,69.6,9.4,,,,,,,,,,,Non-smokers: 343 (59.34%)~Smokers: 196 (33.91%)~Missing: 39 (6.75%),,,,,47.7,18.1,,FVC_pct_mean: 70.4~FVC_pct_sd: 20.0~disease_duration_years_mean: 7.8~disease_duration_years_sd: 6.2~comorbid_diabetes_pct: 10.21%~comorbid_IHD_pct: 32.70%~comorbid_mental_health_pct: 4.84%~comorbid_musculoskeletal_pct: 24.91%~comorbid_cancer_pct: 6.06%~SF36_PCS_mean: 37.5~SF36_PCS_sd: 9.2~SF36_MCS_mean: 48.5~SF36_MCS_sd: 11.6,3,home-based telehealth monitoring with municipality healthcare personnel oversight,high,,0,,,,1,telephone connection required; exclusion if no phone line or GSM coverage,1,"Samsung Galaxy Tab2, digital blood pressure monitor, fingertip pulse oximeter, health precision scale provided",False,,0,,0,,False,,,,True,,,Married/in a relationship: 323 (55.88%)~Single: 118 (20.42%)~Widow/widower: 97 (16.78%)~Missing: 40 (6.92%),,,,,"{'prompt_version': 'v11', 'model': 'ds-flash', 'extracted_at': '2026-05-07T23:57:24.827673', 'study_info': {'n_arms': 2, 'arm_labels': ['telehealthcare', 'usual practice']}}",Community
